name,aliases,place,wikidata,coordinates,region,ru_group,usage
marukhy,marukhy;марухи,hamlet,Q4282999,"[33.531807, 51.581146]",sumy oblast,sever group of forces,0
dunaiets,dunaiets;дунаец;дунаєць,village,Q4170724,"[33.805962, 51.579781]",sumy oblast,sever group of forces,0
kovbasyne,kovbasyne;ковбасине;колбасино,hamlet,Q4227589,"[33.557388, 51.578621]",sumy oblast,sever group of forces,0
shalyhyne,shalyhyne;шалигине;шалыгино,town,Q4519780,"[34.099838, 51.575661]",sumy oblast,sever group of forces,0
ionyne,ionyne;ионино;іонине,village,Q4202769,"[33.900028, 51.57394]",sumy oblast,sever group of forces,0
bystryk,bystryk;бистрик;быстрик,village,Q4101120,"[33.548038, 51.573601]",sumy oblast,sever group of forces,0
chervona hirka,chervona hirka;червона гірка;червоная горка,village,Q4512032,"[33.459888, 51.571541]",sumy oblast,sever group of forces,0
chernivske,chernivske;chernovskoye;черновское;чернівське,locality,Q4513895,"[34.040588, 51.566395]",sumy oblast,sever group of forces,0
peremoha,peremoga;peremoha;перемога;холопкове,village,Q4350592,"[33.946381, 51.551971]",sumy oblast,sever group of forces,0
sutysky,sutysky;сутиски,village,Q4446806,"[33.765099, 51.551384]",sumy oblast,sever group of forces,0
yaroslavets,yaroslavets;ярославец;ярославець,village,Q4538786,"[33.663479, 51.546478]",sumy oblast,sever group of forces,0
uzdytsia,uzdytsia;уздица;уздиця,village,Q4469728,"[33.826805, 51.542435]",sumy oblast,sever group of forces,0
dobrotove,dobrotove;добротове;добротово,village,Q4163796,"[33.204121, 51.539951]",sumy oblast,sever group of forces,0
hudove,hudove;гудове;гудово,village,Q4151622,"[34.17524, 51.537369]",sumy oblast,sever group of forces,0
botsmaniv,botsmaniv;боцманов;боцманів,hamlet,Q4095285,"[33.294006, 51.538284]",sumy oblast,sever group of forces,0
sribrovshchyna,sribrovshchyna;сребровщина;срібровщина,hamlet,Q4438445,"[33.469994, 51.537422]",sumy oblast,sever group of forces,0
khodyne,khodyne;ходине;ходино,village,Q4498757,"[34.223438, 51.528278]",sumy oblast,sever group of forces,0
zahorivka,zahorivka;zahorovka;загоровка;загорівка,hamlet,Q4183534,"[33.507614, 51.523392]",sumy oblast,sever group of forces,0
yarove,yarove;ярове;яровое,village,Q4538709,"[33.572842, 51.522442]",sumy oblast,sever group of forces,0
vovkivka,vovkivka;vovkovka;вовківка;волковка,village,Q4123412,"[34.25983, 51.520039]",sumy oblast,sever group of forces,0
pokrovske,pokrovska;pokrovske;pokrovskoe;pokrovskoye;покровское;покровське,village,Q4369407,"[33.68998, 51.519253]",sumy oblast,sever group of forces,0
bezkrovne,bezkrovne;безкровне;бескровное,hamlet,Q4085644,"[33.479462, 51.518669]",sumy oblast,sever group of forces,0
viktorove,viktorove;викторово;вікторове,village,Q4111096,"[33.887669, 51.516949]",sumy oblast,sever group of forces,0
solomashyne,solomashyne;соломашине;соломашино,hamlet,Q4428232,"[33.493176, 51.516491]",sumy oblast,sever group of forces,0
myshutyne,myshutyne;мишутине;мишутино,village,Q4298529,"[34.171589, 51.506897]",sumy oblast,sever group of forces,0
banychi,banychi;баничи;баничі,village,Q4077327,"[33.918911, 51.511799]",sumy oblast,sever group of forces,0
novoselytsia,novoselytsia;новоселица;новоселиця,village,Q4325265,"[33.741615, 51.509911]",sumy oblast,sever group of forces,0
kalashynivka,kalashynivka;kalashynovka;калашиновка;калашинівка,village,Q4209145,"[33.683048, 51.509739]",sumy oblast,sever group of forces,0
khomenkove,khomenkove;хоменкове;хоменково,hamlet,Q4499579,"[33.481827, 51.505756]",sumy oblast,sever group of forces,0
svydnia,svydnia;свидня;свідня,village,Q4410685,"[33.443069, 51.50494]",sumy oblast,sever group of forces,0
terekhove,terekhove;терехове;терехово,hamlet,Q4455728,"[33.229588, 51.501965]",sumy oblast,sever group of forces,0
kashchenkove,kashchenkove;кащенкове;кащенково,hamlet,Q4218340,"[33.486935, 51.495312]",sumy oblast,sever group of forces,0
vesele,vesele;veseloe;veseloye;veselye;веселе;веселое;весёлое,village,Q4109818,"[34.021835, 51.499447]",sumy oblast,sever group of forces,0
buivalove,buivalove;буйвалове;буйвалово,village,Q4098440,"[33.41972, 51.49361]",sumy oblast,sever group of forces,0
nerovnyne,nerovnyne;неровнине;неровнино,hamlet,Q4317510,"[33.393795, 51.496357]",sumy oblast,sever group of forces,0
mykolaienkove,mykolaienkove;миколаєнкове;николаенково,hamlet,Q4320592,"[33.399967, 51.489006]",sumy oblast,sever group of forces,0
budyshcha,budyshcha;будища,village,Q4098076,"[33.98037, 51.49155]",sumy oblast,sever group of forces,0
kubakhove,kubakhove;кубахове;кубахово,hamlet,Q4243573,"[33.493496, 51.491058]",sumy oblast,sever group of forces,0
malushyne,malushyne;малушине;малушино,village,Q4278506,"[34.231682, 51.489491]",sumy oblast,sever group of forces,0
lapshyne,lapshyne;лапшине;лапшино,village,Q4254446,"[33.322315, 51.48727]",sumy oblast,sever group of forces,0
otrokhove,otrokhove;отрохове;отрохово,village,Q4340064,"[33.46677, 51.487709]",sumy oblast,sever group of forces,0
maiorivka,maiorivka;maiorovka;майоровка;майорівка,village,Q4275019,"[33.259392, 51.48708]",sumy oblast,sever group of forces,0
reviakyne,reviakyne;рев'якине;ревякине;ревякино,village,Q4391886,"[34.090919, 51.48502]",sumy oblast,sever group of forces,0
matskove,matskove;мацкове;мацково,village,Q4285922,"[33.896469, 51.482578]",sumy oblast,sever group of forces,0
myrne,mirne;mirnoe;mirnoye;myrne;мирне;мирное,village,Q4295761,"[33.389713, 51.484829]",sumy oblast,sever group of forces,0
kubareve,kubareve;кубареве;кубарево,village,Q4243560,"[33.875256, 51.481831]",sumy oblast,sever group of forces,0
loknia,loknia;локня,village,Q4265792,"[33.558418, 51.48193]",sumy oblast,sever group of forces,0
zazirky,zazirky;зазерки;зазірки,village,Q4184141,"[33.690601, 51.48056]",sumy oblast,sever group of forces,0
horokhove,horokhove;горохове;горохово,hamlet,Q7284750,"[33.49268, 51.476192]",sumy oblast,sever group of forces,0
veseli hory,veseli hory;веселые горы;веселі гори,hamlet,Q4109428,"[33.347618, 51.47266]",sumy oblast,sever group of forces,0
kocherhy,kocherhy;кочерги,village,Q4236699,"[33.871189, 51.471981]",sumy oblast,sever group of forces,0
kozache,kozache;казачье;князево;козаче,village,Q4208220,"[34.206268, 51.47163]",sumy oblast,sever group of forces,0
petropavlivska sloboda,petropavlivska sloboda;petropavlovskaya sloboda;петропавловская слобода;петропавлівська слобода,locality,Q4361531,"[33.971226, 51.470882]",sumy oblast,sever group of forces,0
shuleshivka,shuleshivka;shuleshovka;шулешовка;шулешівка,village,Q4527505,"[33.988979, 51.465515]",sumy oblast,sever group of forces,0
okip,okip;окоп;окіп,hamlet,Q4332660,"[33.947071, 51.466831]",sumy oblast,sever group of forces,0
volokytyne,volokytyne;волокитине;волокитино,village,Q4123848,"[33.805271, 51.4603]",sumy oblast,sever group of forces,0
viatka,viatka;в'ятка;вятка,hamlet,Q4130442,"[33.968349, 51.458591]",sumy oblast,sever group of forces,0
rotivka,rotivka;rotovka;ротовка;ротівка,village,Q4398657,"[33.845791, 51.448631]",sumy oblast,sever group of forces,0
zaruddia,zaruddia;заруддя;зарудье,hamlet,Q4187663,"[33.560139, 51.447262]",sumy oblast,sever group of forces,0
bozhok,bozhok;chervonyi ranok;божок;червоний ранок;червоный ранок,village,Q4512493,"[33.397751, 51.447262]",sumy oblast,sever group of forces,0
khovzivka,khovzivka;khovzovka;ховзовка;ховзівка,village,Q4498639,"[33.981453, 51.445999]",sumy oblast,sever group of forces,0
kahan,kahan;кагань,hamlet,Q4207125,"[33.819603, 51.444962]",sumy oblast,sever group of forces,0
shcherbynivka,shcherbinovka;shcherbynivka;shcherbynovka;щербиновка;щербинівка,village,Q4528954,"[33.773376, 51.440891]",sumy oblast,sever group of forces,0
utskove,utskove;уцково;уцькове,village,Q4479255,"[34.135891, 51.434898]",sumy oblast,sever group of forces,0
viazenka,viazenka;в'язенка;вязенка,village,Q4130235,"[33.917542, 51.431122]",sumy oblast,sever group of forces,0
machulyshcha,machulyshcha;мачулища,village,Q4286046,"[34.103619, 51.430092]",sumy oblast,sever group of forces,0
roshcha,roshcha;роща,village,Q4398814,"[33.956341, 51.430054]",sumy oblast,sever group of forces,0
voshchynyne,voshchynyne;вощинине;вощинино,village,Q4126908,"[34.05521, 51.428028]",sumy oblast,sever group of forces,0
antonivka,antonivka;antonovka;антоновка;антонівка,hamlet,Q4067466,"[33.742027, 51.427582]",sumy oblast,sever group of forces,0
morozivka,morozivka;morozovka;petrivka;морозівка;петровка;петрівка,village,Q4361014,"[33.61095, 51.425282]",sumy oblast,sever group of forces,0
mutyn,mutyn;мутин,village,Q4308643,"[33.480831, 51.422539]",sumy oblast,sever group of forces,0
yatsyne,yatsyne;яцине;яцыно,village,Q4539845,"[33.748631, 51.419449]",sumy oblast,sever group of forces,0
rudnieve,rudnieve;берюх;руднево;руднєве,village,Q4399509,"[34.002338, 51.419102]",sumy oblast,sever group of forces,0
strilnyky,strilnyky;стрельники;стрільники,village,Q4443789,"[33.865009, 51.419102]",sumy oblast,sever group of forces,0
zabolotove,zabolotove;заболотове;заболотово,village,Q4182540,"[33.362816, 51.414715]",sumy oblast,sever group of forces,0
kotivka,kotivka;kotovka;котовка;котівка,hamlet,Q4236213,"[33.913559, 51.415871]",sumy oblast,sever group of forces,0
veherivka,veherivka;veherovka;вегеровка;вегерівка,hamlet,Q4105734,"[33.942261, 51.415329]",sumy oblast,sever group of forces,0
lytvynovychi,lytvynovychi;литвиновичи;литвиновичі,village,Q4263666,"[33.674263, 51.412495]",sumy oblast,sever group of forces,0
marianivka,marianivka;marianovka;мар'янівка;марьяновка;марянівка,hamlet,Q4283603,"[33.144718, 51.414639]",sumy oblast,sever group of forces,0
stara sharpivka,stara sharpivka;staraya sharpovka;стара шарпівка;старая шарповка,village,Q4439825,"[33.721058, 51.41053]",sumy oblast,sever group of forces,0
kamin,kamin;камень;камінь,village,Q4211464,"[33.584518, 51.408459]",sumy oblast,sever group of forces,0
kalyshenkove,kalyshenkove;калишенкове;калишенково,hamlet,Q4210030,"[33.172966, 51.406025]",sumy oblast,sever group of forces,0
brusky,brusky;бруски,village,Q4097234,"[34.202499, 51.407768]",sumy oblast,sever group of forces,0
ivanivske,ivanivske;ivanovka;ivanovske;ivanovskoye;ивановское;іванівське,hamlet,Q4196742,"[33.775589, 51.397499]",sumy oblast,sever group of forces,0
nova sharpivka,nova sharpivka;novaya sharpovka;нова шарпівка;новая шарповка,village,Q4322388,"[33.752781, 51.3951]",sumy oblast,sever group of forces,0
novomutyn,novomutyn;ново мутин;ново-мутин;новомутин,village,Q4324606,"[33.459888, 51.395069]",sumy oblast,sever group of forces,0
buvalyne,buvalyne;бувалине;бывалино,hamlet,Q4100833,"[34.14933, 51.393345]",sumy oblast,sever group of forces,0
zholdaky,zholdaky;жолдаки,village,Q4181030,"[33.337711, 51.390362]",sumy oblast,sever group of forces,0
suvorove,suvorove;суворове;суворово,village,Q4445183,"[33.828484, 51.386906]",sumy oblast,sever group of forces,0
pryluzhzhia,pryluzhzhia;прилужжя;прилужье,village,Q4378574,"[33.497555, 51.390415]",sumy oblast,sever group of forces,0
voronivka,voronivka;voronovka;вороновка;воронівка,village,Q4125691,"[34.023628, 51.387859]",sumy oblast,sever group of forces,0
liubytove,liubytove;любитове;любитово,village,Q4271641,"[33.249477, 51.383854]",sumy oblast,sever group of forces,0
trudove,trudove;trudovoe;trudovoye;трудове;трудовое,hamlet,Q4464361,"[33.8088, 51.381817]",sumy oblast,sever group of forces,0
chornoplatove,chornoplatove;черноплатово;чорноплатове,village,Q4514119,"[33.175213, 51.380108]",sumy oblast,sever group of forces,0
plotnykove,plotnykove;плотникове;плотниково,hamlet,Q4365395,"[33.861332, 51.380608]",sumy oblast,sever group of forces,0
orikhivka,orikhivka;orikhovka;ореховка;оріхівка,hamlet,Q4336284,"[33.9725, 51.391117]",sumy oblast,sever group of forces,0
illinske,illinske;ильинское;іллінське,village,Q7264112,"[33.828281, 51.378941]",sumy oblast,sever group of forces,0
pyshchykove,pyshchykove;пищикове;пищиково,hamlet,Q4364115,"[33.877823, 51.376751]",sumy oblast,sever group of forces,0
mazivka,mazivka;mazovka;мазевка;мазівка,village,Q4274487,"[33.995468, 51.37619]",sumy oblast,sever group of forces,0
plakhivka,plakhivka;plakhovka;плаховка;плахівка,hamlet,Q4364748,"[33.908497, 51.37571]",sumy oblast,sever group of forces,0
nova sloboda,nova sloboda;novaya sloboda;нова слобода;новая слобода,village,Q4322327,"[34.132125, 51.3749282]",sumy oblast,sever group of forces,0
zaliznychne,zaliznychne;зализничное;залізничне,village,Q4185384,"[33.160267, 51.371319]",sumy oblast,sever group of forces,0
svoboda,svoboda;свобода,hamlet,Q4411040,"[34.193569, 51.3731]",sumy oblast,sever group of forces,0
zozulyne,zozulyne;зозулине;зозулино,hamlet,Q4193048,"[33.787197, 51.37109]",sumy oblast,sever group of forces,0
holubkove,holubkove;голубкове;голубково,hamlet,Q4142450,"[33.811558, 51.371601]",sumy oblast,sever group of forces,0
pocheptsi,pocheptsi;почепцы;почепці,hamlet,Q4375267,"[33.957981, 51.364918]",sumy oblast,sever group of forces,0
hirky,hirky;горки;гірки,village,Q4144370,"[34.304493, 51.368034]",sumy oblast,sever group of forces,0
buniakyne,buniakyne;бунякине;бунякино,village,Q4099265,"[34.229279, 51.366581]",sumy oblast,sever group of forces,0
khyzhky,khyzhky;хижки,village,Q4497497,"[33.584518, 51.365551]",sumy oblast,sever group of forces,0
